Client_ID;Nom_Client;Genre;Age;Region;Type_Pret;Revenu_Mensuel_CFA;Montant_Pret_CFA;Duree_Mois;Taux_Interet;Garantie;Date_Debut;Ratio_Remboursement;Paiements_Manques;Score_Credit;Statut_Pret
CLI00194;Lucas Hamel;Homme;36;Daloa;Transport;186462;4504698;12;17,76;Non;2026-01-06;0,16;12;383;DÇfaut
CLI00195;Eugäne Le Moreau;Homme;64;Daloa;Agriculture;368289;93465;36;24,56;Non;2025-03-04;0,27;13;482;DÇfaut
CLI00196;GÇrard Vasseur;Femme;41;San Pedro;Agriculture;678559;546291;6;18,05;Oui;2024-04-29;0,36;6;657;DÇfaut
CLI00197;Hugues Clerc;Homme;46;Yamoussoukro;Immobilier;1118895;1612895;18;22,53;Oui;2023-03-16;0,11;15;460;DÇfaut
CLI00198;Philippe Royer;Femme;62;Yamoussoukro;Agriculture;1179575;4193237;12;22,02;Oui;2024-10-15;0,61;2;742;En retard
CLI00199;Franáois de la Muller;Femme;62;BouakÇ;Education;619523;1611951;6;19,73;Oui;2023-04-16;0,97;0;748;Actif
CLI00200;Camille-êlisabeth Colas;Femme;48;Yamoussoukro;Agriculture;1160621;2800848;6;13,02;Non;2024-06-10;0,2;8;582;DÇfaut
CLI00201;Antoine de Faure;Homme;37;Korhogo;SantÇ;884413;2025695;24;20,08;Non;2021-11-22;1,15;0;782;SoldÇ
CLI00202;Laurent Pires;Homme;37;Daloa;Education;834035;2032249;6;18,36;Non;2021-07-14;0,61;2;745;En retard
CLI00203;Gilbert Meyer;Femme;65;BouakÇ;Transport;326238;2524954;18;17,29;Non;2024-08-08;0,34;8;590;DÇfaut
CLI00204;Alfred De Oliveira;Femme;47;Korhogo;Transport;1067398;4559025;12;20,24;Oui;2022-03-14;0,85;0;803;Actif
CLI00205;Christine Paris;Femme;25;BouakÇ;Immobilier;315318;568064;36;23,06;Oui;2022-09-01;0,32;14;390;DÇfaut
CLI00206;Arnaude-Juliette Gosselin;Femme;28;BouakÇ;Education;510758;4941797;24;6,82;Non;2026-01-27;0,66;1;644;En retard
CLI00207;CÇline-Anastasie Bonneau;Femme;50;Yamoussoukro;Commerce;201082;4737530;24;18,46;Non;2024-08-10;0,44;6;573;DÇfaut
CLI00208;Suzanne LabbÇ;Homme;58;San Pedro;Commerce;233154;429918;24;11,89;Oui;2026-04-12;0,17;6;619;DÇfaut
CLI00209;Audrey Marques;Femme;47;San Pedro;Transport;457448;1186059;24;12,49;Non;2022-04-10;1,08;0;754;SoldÇ
CLI00210;Suzanne Torres de Robin;Homme;64;Daloa;Agriculture;358899;2967305;6;8,57;Oui;2022-11-12;0,69;5;760;En retard
CLI00211;Thierry-êric Pineau;Homme;22;San Pedro;Immobilier;705712;3933958;36;13,48;Oui;2022-02-12;0,52;2;714;En retard
CLI00212;Tristan Jourdan;Homme;38;BouakÇ;Commerce;475272;996609;6;21,19;Oui;2021-08-10;0,56;1;762;En retard
CLI00213;Roland Albert;Homme;59;Daloa;Commerce;150414;3795019;36;18,44;Oui;2025-07-03;1,06;0;715;SoldÇ
CLI00214;GÇrard Potier-Boulay;Femme;49;Korhogo;Immobilier;571445;4577833;12;20,09;Oui;2022-11-21;0,95;0;737;Actif
CLI00215;Anouk Hamel;Homme;57;Yamoussoukro;Agriculture;748789;4894209;36;20,45;Oui;2023-01-22;1;0;713;SoldÇ
CLI00216;StÇphane Brun-Denis;Homme;47;Daloa;SantÇ;710196;2358158;6;16,13;Oui;2022-12-05;0,75;0;777;Actif
CLI00217;Josette Torres;Femme;56;Daloa;Transport;1119392;443292;18;23,83;Non;2025-08-21;0,84;0;776;Actif
CLI00218;Georges-Alexandre Gallet;Femme;30;Daloa;Agriculture;708911;3207976;12;20,09;Non;2022-07-01;0,62;2;689;En retard
CLI00219;William Bonnin-Gaudin;Femme;24;Yamoussoukro;SantÇ;945447;3543921;36;15,6;Oui;2025-09-19;0,53;3;679;En retard
CLI00220;David Valette;Homme;49;Daloa;Education;858205;825644;36;19,49;Non;2025-06-27;0,31;10;580;DÇfaut
CLI00221;HÇläne du Maurice;Homme;25;Abidjan;Agriculture;474607;4979009;36;9,34;Non;2022-05-15;0,33;11;570;DÇfaut
CLI00222;Jules-Martin De Oliveira;Homme;28;Yamoussoukro;Transport;1084369;2085019;36;19,08;Non;2021-07-05;0,54;2;672;En retard
CLI00223;Laurence Marin;Femme;55;Abidjan;SantÇ;833421;2637233;18;12,19;Non;2025-06-21;1,07;0;784;SoldÇ
CLI00224;Charles Mary-Roussel;Femme;41;Abidjan;Immobilier;505989;3159698;18;13,28;Oui;2022-11-10;0,72;2;614;En retard
CLI00225;Philippe Raynaud de Charpentier;Femme;39;Korhogo;SantÇ;399629;1695775;18;9,6;Non;2023-11-04;0,73;2;664;En retard
CLI00226;Vincent-Georges Ferreira;Femme;37;BouakÇ;SantÇ;1104712;4165414;24;8,36;Oui;2022-01-30;0,97;0;812;Actif
CLI00227;Alfred Fernandez;Femme;32;San Pedro;Agriculture;203170;4445164;6;21,78;Oui;2025-02-12;0,18;6;558;DÇfaut
CLI00228;Alexandria Hoarau du Langlois;Homme;25;Daloa;Transport;396732;126684;12;15,11;Non;2021-06-12;0,51;5;595;En retard
CLI00229;Maggie Marty-Gilles;Homme;21;Abidjan;Education;1196130;4677521;24;5,24;Non;2022-02-06;0,68;3;684;En retard
CLI00230;Nicole Delmas;Femme;32;Yamoussoukro;Immobilier;304429;857939;36;7,98;Non;2021-10-03;0,31;14;469;DÇfaut
CLI00231;Thomas Le Mercier;Femme;26;Yamoussoukro;SantÇ;862345;3456004;24;16,3;Oui;2025-08-07;1,19;0;722;SoldÇ
CLI00232;Hugues-Jacques Delattre;Homme;62;Daloa;Agriculture;146447;834339;24;12,59;Oui;2025-11-10;0,71;1;694;En retard
CLI00233;Marie Payet;Homme;52;BouakÇ;Agriculture;989974;2828899;36;24,55;Oui;2022-02-12;1,17;0;772;SoldÇ
CLI00234;Martine Imbert;Femme;38;Yamoussoukro;Commerce;177647;673676;18;22,99;Oui;2022-05-19;0,72;1;664;En retard
CLI00235;Gilles-Julien Lebon;Homme;58;Daloa;Education;382391;3391149;6;10,99;Non;2026-05-12;0,72;5;690;En retard
CLI00236;Emmanuel Evrard;Femme;45;BouakÇ;Commerce;373497;707899;36;19,91;Non;2021-10-27;0,48;1;735;En retard
CLI00237;Margaux Da Costa;Femme;59;San Pedro;Agriculture;911946;2787845;6;17,68;Non;2023-10-29;0,96;0;682;Actif
CLI00238;Franáoise Simon;Femme;56;Korhogo;Immobilier;867327;3672603;12;18,59;Oui;2021-09-09;0,83;0;757;Actif
CLI00239;Marine Vaillant du Renaud;Homme;25;Daloa;Transport;252046;2297912;12;12,6;Oui;2024-09-04;0,96;0;675;Actif
CLI00240;DorothÇe Gilles de la Da Silva;Femme;44;BouakÇ;Commerce;303453;817729;6;23,86;Oui;2024-02-09;0,59;3;696;En retard
CLI00241;Suzanne Pierre-Guilbert;Homme;48;Korhogo;Commerce;1021293;4722329;36;15,25;Non;2023-09-07;0,21;7;583;DÇfaut
CLI00242;Agnäs Marion de la Bouvet;Femme;45;Korhogo;Education;105880;2498193;24;12,76;Oui;2025-04-15;0,19;14;401;DÇfaut
CLI00243;AurÇlie Imbert;Homme;64;BouakÇ;Transport;878452;1471883;12;10,38;Oui;2024-08-15;0,4;8;633;DÇfaut
CLI00244;StÇphanie ClÇment;Femme;47;Korhogo;Education;708626;4112026;6;12,22;Non;2023-10-02;1,14;0;764;SoldÇ
CLI00245;Augustin Goncalves;Homme;50;Yamoussoukro;Transport;304337;1186568;18;5,14;Non;2023-11-15;0,54;5;570;En retard
CLI00246;CÇcile Le Gillet;Femme;48;Yamoussoukro;Agriculture;365473;2570233;18;17,06;Non;2025-11-23;0,86;0;697;Actif
CLI00247;Nicolas Bailly;Femme;41;Yamoussoukro;Commerce;691211;4168867;36;20,64;Non;2022-05-14;0,46;3;648;En retard
CLI00248;Alain de la Lecomte;Homme;58;Yamoussoukro;SantÇ;457334;4664566;6;24,06;Non;2022-03-21;0,61;2;632;En retard
CLI00249;StÇphanie-Alex Bouchet;Homme;47;San Pedro;Commerce;1127114;1217519;18;9,84;Non;2024-12-03;0,82;0;850;Actif
CLI00250;êric Brunet;Femme;59;Korhogo;Commerce;1085028;4934216;24;15,69;Non;2022-11-03;1,12;0;775;SoldÇ
CLI00251;HÇläne Charrier;Femme;65;Korhogo;SantÇ;258220;967457;12;18,15;Oui;2021-10-22;0,49;5;565;En retard
CLI00252;Emmanuel Benard;Femme;42;San Pedro;Immobilier;982730;938727;6;6,97;Oui;2025-10-14;0,34;14;545;DÇfaut
CLI00253;Roland Rousseau;Femme;50;Abidjan;Commerce;1129552;1314540;18;24,95;Non;2025-01-11;0,63;3;824;En retard
CLI00254;Franáoise-Brigitte Jacquot;Homme;43;Abidjan;Transport;734081;2927851;24;20,69;Non;2025-09-01;0,67;3;725;En retard
CLI00255;Susanne Bigot;Femme;41;Daloa;Agriculture;220874;2568797;6;21,2;Oui;2024-05-25;0,23;11;415;DÇfaut
CLI00256;Guy Schneider;Homme;54;San Pedro;SantÇ;445854;4679759;12;11,62;Oui;2023-07-03;0,57;4;598;En retard
CLI00257;Paul Hoarau de la GÇrard;Homme;32;Korhogo;Transport;986251;3368385;6;19,75;Non;2023-12-05;1,07;0;815;SoldÇ
CLI00258;Sabine Perrot;Femme;21;Korhogo;Commerce;530460;1776245;18;20,05;Oui;2023-01-12;0,99;0;706;Actif
CLI00259;Raymond Blondel du Grenier;Homme;44;Korhogo;SantÇ;763639;1703178;24;7,28;Non;2021-05-29;0,84;0;777;Actif
CLI00260;Lorraine Rossi;Femme;59;Daloa;SantÇ;895035;3342897;36;7,28;Oui;2023-12-31;0,49;4;707;En retard
CLI00261;Maurice Rodrigues;Femme;60;Daloa;Agriculture;257737;1173635;18;7,36;Non;2026-05-01;0,44;8;516;DÇfaut
CLI00262;Franck Ribeiro;Femme;47;Korhogo;Agriculture;369128;4871822;24;13,46;Oui;2024-04-16;0,64;5;585;En retard
CLI00263;Marguerite Aubert;Femme;39;Abidjan;Transport;374223;1619496;18;21,84;Non;2022-02-11;0,78;0;591;Actif
CLI00264;Gilbert Bonnin;Homme;33;Daloa;Transport;885189;4760891;36;18,06;Non;2025-08-08;0,55;4;619;En retard
CLI00265;AimÇe Le Robert;Femme;31;BouakÇ;Education;253372;4792900;6;20,92;Non;2021-09-05;0,34;6;547;DÇfaut
CLI00266;êlise Regnier;Femme;31;Korhogo;Immobilier;1039072;4795019;24;15,99;Non;2024-10-23;0,22;7;566;DÇfaut
CLI00267;ZoÇ de Navarro;Homme;49;Yamoussoukro;Commerce;538315;3616456;6;19,72;Oui;2021-06-25;0,82;0;782;Actif
CLI00268;Maggie Perret-Menard;Femme;37;Daloa;Education;811018;779666;24;22,31;Oui;2022-01-29;0,23;9;536;DÇfaut
CLI00269;Denise Bouchet;Femme;60;Korhogo;Immobilier;977931;1442354;36;7,78;Oui;2025-02-26;0,33;9;585;DÇfaut
CLI00270;Manon Colin;Femme;59;BouakÇ;Transport;433112;2765003;18;10,79;Oui;2023-10-05;0,39;14;440;DÇfaut
CLI00271;Brigitte Cohen;Homme;38;San Pedro;Agriculture;346103;1163091;12;7,92;Non;2021-06-13;0,45;2;740;En retard
CLI00272;Virginie Hernandez;Femme;61;San Pedro;Education;948692;3197173;24;6,51;Oui;2023-09-13;0,97;0;705;Actif
CLI00273;Victor Schneider;Femme;65;Daloa;SantÇ;853998;3864263;24;11,55;Non;2023-10-04;0,1;7;653;DÇfaut
CLI00274;Vincent-Henri Aubry;Femme;25;Yamoussoukro;Education;914070;1877289;24;21,5;Non;2026-04-12;0,64;3;713;En retard
CLI00275;Camille Jacob-Dumas;Homme;57;Abidjan;Commerce;1097827;2933496;6;5,92;Non;2026-04-15;0,79;0;741;Actif
CLI00276;Bernadette Sauvage;Homme;49;Daloa;Immobilier;1037387;55670;24;9,05;Oui;2025-11-18;0,86;0;821;Actif
CLI00277;Auguste Imbert;Homme;38;Abidjan;Transport;275748;3073551;18;6,65;Oui;2021-09-15;0,83;0;704;Actif
CLI00278;Thibaut Meyer;Femme;65;BouakÇ;Education;571035;3650650;6;19,07;Oui;2025-12-17;0,1;13;436;DÇfaut
CLI00279;Daniel Allard;Homme;54;Daloa;Agriculture;1013372;127904;6;18,91;Non;2022-03-15;1;0;802;SoldÇ
CLI00280;CÇline-Lorraine Courtois;Femme;25;Yamoussoukro;Agriculture;560136;3263423;6;19,62;Non;2025-08-15;0,21;11;487;DÇfaut
CLI00281;StÇphanie Navarro;Femme;29;San Pedro;Immobilier;379584;623878;36;16,27;Oui;2026-01-08;0,77;0;736;Actif
CLI00282;Brigitte Sauvage;Homme;61;Abidjan;Agriculture;397454;3503672;36;18,73;Oui;2024-06-07;1,05;0;731;SoldÇ
CLI00283;Franck Da Silva;Homme;58;BouakÇ;Education;885373;2998894;24;11,29;Oui;2023-11-11;0,25;10;621;DÇfaut
CLI00284;ThÇophile Lacroix Le Blanchet;Femme;65;Daloa;Commerce;136254;2580418;12;15,35;Non;2022-03-30;0,66;4;558;En retard
CLI00285;Paul Collet-Blondel;Homme;52;Yamoussoukro;Immobilier;889260;995762;12;14,99;Oui;2025-09-18;0,75;0;850;Actif
CLI00286;Olivier Dos Santos-DuprÇ;Homme;45;Abidjan;Education;962614;3115301;36;18,66;Oui;2021-09-13;0,94;0;687;Actif
CLI00287;Gilbert Lemaåtre;Homme;21;Korhogo;Immobilier;629842;1859782;6;23,45;Non;2025-05-29;1,14;0;738;SoldÇ
CLI00288;Maurice Durand;Femme;48;Abidjan;Education;923636;741454;36;15,75;Non;2023-05-24;0,27;7;668;DÇfaut
CLI00289;Isaac Leduc;Homme;30;Yamoussoukro;SantÇ;765245;3327693;36;17,69;Oui;2023-07-10;1,02;0;754;SoldÇ
CLI00290;êlise Lebon;Femme;36;Yamoussoukro;SantÇ;201437;2100844;6;23,49;Oui;2021-09-19;0,23;15;374;DÇfaut
CLI00291;Marine Le Briand;Homme;28;BouakÇ;Immobilier;106560;1201015;6;8,28;Non;2022-01-12;1,15;0;690;SoldÇ
CLI00292;Maurice Cohen;Homme;38;Daloa;Education;327582;296258;18;21,14;Non;2024-12-23;0,4;7;570;DÇfaut
CLI00293;Auguste Pineau;Homme;52;Yamoussoukro;Agriculture;1034618;4334748;18;6,11;Oui;2022-10-16;1,05;0;736;SoldÇ
CLI00294;Yves-Auguste Jourdan;Femme;27;BouakÇ;Commerce;321872;1965995;36;5,05;Oui;2024-11-30;1,04;0;746;SoldÇ
CLI00295;Margot Jacquot-Martineau;Femme;44;BouakÇ;Immobilier;883166;1309001;12;23,62;Non;2023-09-09;1,04;0;789;SoldÇ
CLI00296;Aurore Jean;Homme;47;BouakÇ;Education;750952;2325476;6;16,43;Oui;2022-08-14;0,23;6;604;DÇfaut
CLI00297;Christine Gilbert;Homme;46;Abidjan;Immobilier;224549;3951492;18;20,47;Non;2023-09-19;0,44;7;578;DÇfaut
CLI00298;Michäle Thomas;Homme;39;Daloa;Education;717344;2084942;24;12,37;Oui;2023-08-21;1,17;0;763;SoldÇ
CLI00299;Richard Gilbert-Carpentier;Homme;30;Abidjan;SantÇ;93375;3489632;6;9,66;Non;2022-08-12;0,48;1;686;En retard
CLI00300;Luc Guichard-Garnier;Femme;40;Daloa;Immobilier;297996;1771295;36;24,66;Oui;2026-04-20;0,56;1;717;En retard
CLI00301;Bernadette DuprÇ;Homme;23;Korhogo;Agriculture;565433;4410056;24;19,02;Oui;2025-12-02;0,51;1;659;En retard
CLI00302;Marianne Faivre;Femme;25;Daloa;SantÇ;210616;3698900;12;9,74;Non;2022-08-04;0,39;11;441;DÇfaut
CLI00303;Chantal Bernard de la Pages;Femme;41;BouakÇ;Commerce;1029502;2331331;12;6,49;Oui;2021-05-15;0,32;15;509;DÇfaut
CLI00304;Nath Maurice;Homme;49;Yamoussoukro;Transport;1057388;2684302;24;7,41;Non;2024-02-05;0,49;2;763;En retard
CLI00305;Jeannine Fontaine;Femme;28;BouakÇ;Immobilier;269626;1372173;18;21,53;Oui;2022-12-22;0,87;0;712;Actif
CLI00306;Charlotte-êlodie Pereira;Homme;26;BouakÇ;Commerce;600552;3034186;24;15,27;Non;2025-08-21;0,84;0;734;Actif
CLI00307;CÇlina-Luce Lefebvre;Femme;49;Abidjan;Commerce;603978;844613;24;7,04;Oui;2024-03-16;0,97;0;803;Actif
CLI00308;Dominique Gros;Homme;29;Korhogo;Education;495515;3410323;18;18,73;Oui;2022-05-16;1,13;0;691;SoldÇ
CLI00309;Pauline Chauvin;Femme;25;Yamoussoukro;Commerce;125718;590830;12;23,05;Oui;2024-06-26;0,59;2;688;En retard
CLI00310;Marthe Descamps;Homme;50;Abidjan;Transport;186194;1459195;36;13,66;Non;2024-04-02;0,9;0;695;Actif
CLI00311;Philippe Barre-Guillet;Femme;32;Korhogo;Education;822272;1851169;12;10,5;Oui;2021-12-15;0,59;2;715;En retard
CLI00312;Charles Lagarde;Homme;62;San Pedro;Agriculture;698880;4235006;24;22,66;Non;2021-10-29;0,63;1;751;En retard
CLI00313;PÇnÇlope Payet-Cordier;Femme;33;San Pedro;Education;1182712;2140002;36;20,9;Non;2022-01-23;1,19;0;829;SoldÇ
CLI00314;Guillaume Parent;Femme;43;Abidjan;Immobilier;1133595;2747813;24;10,41;Oui;2024-11-16;0,13;15;518;DÇfaut
CLI00315;Daniel Diallo;Homme;51;BouakÇ;SantÇ;1190299;3048364;36;24,99;Oui;2022-05-14;1,17;0;840;SoldÇ
CLI00316;êmilie-Alix Barre;Homme;38;Yamoussoukro;Agriculture;1199228;518995;12;16,51;Non;2024-05-05;1,18;0;815;SoldÇ
CLI00317;ClÇmence Hernandez;Homme;36;Korhogo;Agriculture;746903;3059691;36;5,56;Oui;2022-06-24;0,87;0;771;Actif
CLI00318;ZoÇ Lopez du Martineau;Femme;55;Abidjan;Education;728131;1522676;24;5,76;Oui;2024-07-31;0,16;15;445;DÇfaut
CLI00319;GrÇgoire Laine;Femme;21;Abidjan;Agriculture;775696;1740005;12;11,82;Oui;2023-11-18;0,3;11;553;DÇfaut
CLI00320;êric Leblanc;Homme;28;Korhogo;Commerce;1183720;3110917;6;12,47;Non;2021-09-09;1,14;0;782;SoldÇ
CLI00321;Diane Girard;Femme;40;BouakÇ;SantÇ;756547;1194639;12;19,65;Non;2022-04-05;0,58;4;687;En retard
CLI00322;Mathilde Carlier;Femme;35;Daloa;Education;447739;3224115;18;19,68;Oui;2021-06-14;0,42;8;576;DÇfaut
CLI00323;Marcel Germain du Deschamps;Femme;57;Daloa;Education;147911;1577412;36;11,36;Oui;2026-02-11;0,99;0;666;Actif
CLI00324;LÇon de Pelletier;Homme;52;Daloa;Commerce;374950;2828042;6;9,76;Oui;2025-08-13;1,18;0;792;SoldÇ
CLI00325;Laetitia Meunier;Femme;49;Daloa;Commerce;103898;2274763;12;9,99;Oui;2023-05-11;0,17;10;447;DÇfaut
CLI00326;Patrick Roche;Homme;45;Korhogo;Transport;999014;3570306;12;22,69;Non;2024-02-15;0,64;4;635;En retard
CLI00327;Guy Perrin;Homme;51;Abidjan;Immobilier;553081;1414461;24;6,47;Non;2025-12-17;1,03;0;787;SoldÇ
CLI00328;ThÇodore-Adrien Laroche;Femme;27;Yamoussoukro;Education;235609;2917295;12;22,76;Oui;2023-01-25;0,28;7;586;DÇfaut
CLI00329;Philippe Gosselin;Femme;22;BouakÇ;Agriculture;984550;1434096;36;22,8;Non;2022-01-12;0,27;7;669;DÇfaut
CLI00330;Philippe de la Dias;Femme;65;BouakÇ;Commerce;636300;2411586;18;9,75;Non;2022-11-02;0,15;15;464;DÇfaut
CLI00331;FrÇdÇric Gillet;Femme;21;BouakÇ;Commerce;976754;785079;18;21,48;Non;2021-08-24;0,79;0;789;Actif
CLI00332;Christine Arnaud;Homme;34;San Pedro;SantÇ;438261;2497891;6;14,47;Non;2022-02-14;0,23;12;442;DÇfaut
CLI00333;Aurore Leroux;Femme;26;Yamoussoukro;Transport;892703;1600896;18;22,71;Oui;2023-05-13;0,51;4;696;En retard
CLI00334;Marcel Bernard du Fleury;Femme;37;Abidjan;SantÇ;554464;2302861;36;6,23;Oui;2025-11-16;0,93;0;705;Actif
CLI00335;AimÇ Rodrigues;Femme;55;Korhogo;SantÇ;948192;4996983;12;16,07;Non;2021-09-09;1,02;0;783;SoldÇ
CLI00336;Diane Delattre;Femme;57;Korhogo;Education;574177;4045177;18;6,58;Oui;2025-03-27;1,09;0;711;SoldÇ
CLI00337;Eugäne Adam;Homme;28;Abidjan;Transport;1021704;1500213;12;24,44;Oui;2024-04-24;0,99;0;754;Actif
CLI00338;Nathalie Le Ollivier;Homme;64;San Pedro;Education;993085;1743821;12;21,68;Oui;2022-10-14;0,38;7;629;DÇfaut
CLI00339;Marguerite-Philippine Collet;Femme;56;Abidjan;Transport;763937;2366940;36;14,16;Non;2024-05-01;1,06;0;769;SoldÇ
CLI00340;Paul Gimenez;Homme;30;San Pedro;Immobilier;290143;936129;36;20,59;Non;2022-12-06;0,96;0;697;Actif
CLI00341;Martine-Claudine Lecomte;Femme;62;Korhogo;Education;1098345;4848478;36;14,46;Oui;2025-12-05;0,29;12;488;DÇfaut
CLI00342;Louis Seguin;Femme;23;Abidjan;Immobilier;910037;2830773;12;5,99;Non;2026-04-11;0,62;3;712;En retard
CLI00343;FrÇdÇric Normand de Marchal;Femme;40;Yamoussoukro;Immobilier;667929;4174000;6;24,45;Non;2025-05-11;0,35;10;534;DÇfaut
CLI00344;Alphonse Gaudin;Femme;59;Korhogo;Immobilier;267248;1626518;24;9,23;Non;2022-06-07;1,01;0;690;SoldÇ
CLI00345;Nath David-Masson;Homme;53;BouakÇ;Agriculture;413389;600435;18;19,19;Oui;2023-08-19;0,54;5;616;En retard
CLI00346;Guillaume Bonneau Le Barthelemy;Homme;24;Yamoussoukro;Transport;603219;327420;24;6,01;Non;2022-05-22;0,5;2;726;En retard
CLI00347;Michelle Costa;Femme;61;San Pedro;Education;339780;306382;12;12,45;Oui;2022-02-05;0,75;0;672;Actif
CLI00348;Anne Carlier;Femme;43;BouakÇ;SantÇ;422912;2219796;6;10,7;Oui;2023-07-19;0,53;2;623;En retard
CLI00349;Anastasie de Brun;Homme;64;San Pedro;Agriculture;513546;2307236;24;15,27;Oui;2022-05-02;1,05;0;699;SoldÇ
CLI00350;êlisabeth Monnier;Homme;59;San Pedro;Transport;97749;1927119;18;17,17;Non;2022-07-04;1,14;0;681;SoldÇ
CLI00351;Olivier Leduc-Roy;Femme;50;Korhogo;Commerce;608479;1880470;24;11,04;Non;2023-11-27;0,67;5;654;En retard
CLI00352;Gilbert Lefebvre;Homme;53;Abidjan;Immobilier;864816;4759843;36;17,18;Non;2024-07-14;0,43;7;657;DÇfaut
CLI00353;AmÇlie Fernandez;Femme;61;BouakÇ;Agriculture;761861;2372679;18;18,12;Non;2021-06-22;1,15;0;786;SoldÇ
CLI00354;Thibaut Carre;Homme;24;Yamoussoukro;Transport;927455;2730879;12;19,43;Non;2023-07-17;0,82;0;759;Actif
CLI00355;Agathe Gonzalez de la Courtois;Femme;45;Daloa;Immobilier;154069;4940757;36;21,32;Non;2025-11-15;0,48;2;625;En retard
CLI00356;Manon Cousin;Femme;31;Daloa;Immobilier;459869;2514439;6;14,42;Oui;2024-10-25;0,92;0;680;Actif
CLI00357;Adrienne Clerc Le Joseph;Homme;35;Yamoussoukro;Education;825083;1923410;18;13,41;Non;2022-11-25;1,08;0;762;SoldÇ
CLI00358;Margaux Ollivier;Femme;50;San Pedro;Agriculture;327005;3997146;6;22,33;Oui;2025-03-15;0,74;5;581;En retard
CLI00359;Caroline Perrier;Homme;64;BouakÇ;Agriculture;880418;4494607;18;13,26;Oui;2023-02-07;1,06;0;756;SoldÇ
CLI00360;Laurent Becker;Femme;47;Yamoussoukro;SantÇ;1039596;1251451;18;22,25;Non;2023-07-07;0,3;7;618;DÇfaut
CLI00361;FrÇdÇric Louis;Homme;41;Korhogo;Agriculture;201663;89539;24;10,47;Oui;2021-11-12;0,94;0;740;Actif
CLI00362;CÇline Evrard;Femme;26;Abidjan;Commerce;351383;3688235;24;13,07;Non;2026-03-03;1,16;0;759;SoldÇ
CLI00363;Alfred Schmitt du Antoine;Homme;44;BouakÇ;SantÇ;109521;2752919;36;8,81;Oui;2024-07-23;0,84;0;679;Actif
CLI00364;PÇnÇlope-Agnäs Georges;Femme;40;Yamoussoukro;Immobilier;350387;911579;24;15,07;Oui;2023-01-16;0,44;7;601;DÇfaut
CLI00365;Georges Dubois;Femme;54;San Pedro;Immobilier;1179154;2883966;24;22,76;Non;2021-12-10;1,2;0;816;SoldÇ
CLI00366;Xavier Gillet;Homme;31;Daloa;Commerce;925973;210429;12;9,49;Oui;2024-01-02;1,18;0;774;SoldÇ
CLI00367;Pauline Gilles;Homme;28;Korhogo;Commerce;848797;363427;24;22,53;Oui;2021-09-23;0,38;14;510;DÇfaut
CLI00368;VÇronique Dijoux;Homme;62;San Pedro;SantÇ;121401;454624;6;13,34;Non;2021-10-01;0,52;5;608;En retard
CLI00369;êric Valentin du Monnier;Homme;34;Korhogo;Education;99513;2575947;24;18,23;Non;2025-02-05;0,83;0;688;Actif
CLI00370;Georges Joubert;Homme;47;BouakÇ;Education;300021;4341484;36;7,35;Non;2026-03-05;0,23;7;515;DÇfaut
CLI00371;Jeanne Gilles;Homme;37;BouakÇ;SantÇ;1177116;1741757;18;19,07;Non;2021-06-04;0,42;6;681;DÇfaut
CLI00372;Capucine-Virginie Menard;Femme;42;BouakÇ;Commerce;571793;72968;6;18,43;Non;2022-05-13;1,1;0;776;SoldÇ
CLI00373;Christophe Guillon-Deschamps;Homme;27;Abidjan;Agriculture;616644;1989113;24;24,77;Oui;2024-03-23;0,43;13;539;DÇfaut
CLI00374;Paulette-Marcelle Fernandes;Homme;39;BouakÇ;SantÇ;835424;2673177;24;19,77;Oui;2025-01-26;0,2;6;675;DÇfaut
CLI00375;Christiane Pages;Homme;42;Yamoussoukro;Agriculture;829789;3721815;36;10,37;Non;2021-08-03;0,91;0;831;Actif
CLI00376;Thibaut Roy;Homme;46;San Pedro;SantÇ;919385;3879724;18;21,71;Non;2024-02-17;0,86;0;722;Actif
CLI00377;Franáoise Lebon;Homme;28;Korhogo;SantÇ;357896;541961;12;7,07;Non;2021-10-02;1,1;0;765;SoldÇ
CLI00378;êlÇonore Launay;Femme;32;San Pedro;Transport;876395;3058145;36;5,58;Oui;2025-09-09;0,85;0;764;Actif
CLI00379;Lucas Parent;Homme;47;Daloa;Immobilier;1004189;435643;6;10,23;Oui;2023-07-18;0,45;5;783;En retard
CLI00380;Marine Jourdan;Homme;48;Korhogo;Education;601303;4092719;18;18,27;Oui;2023-05-13;0,81;0;686;Actif
CLI00381;Alex du Jourdan;Homme;21;San Pedro;Immobilier;409100;4291008;24;22,04;Oui;2023-12-07;1,06;0;664;SoldÇ
CLI00382;Louis Bernard;Homme;42;BouakÇ;Commerce;663337;472372;36;9,45;Non;2025-10-02;0,81;0;737;Actif
CLI00383;Thibault Grenier;Femme;49;Abidjan;Transport;1019730;788364;24;13,94;Oui;2024-11-28;0,23;13;449;DÇfaut
CLI00384;Georges Torres;Femme;23;Daloa;SantÇ;80355;812487;36;24,26;Oui;2026-01-06;0,8;0;678;Actif
CLI00385;Arthur-Raymond Hubert;Femme;42;Daloa;SantÇ;841984;505293;12;21,89;Non;2022-10-30;0,47;5;648;En retard
CLI00386;Caroline Guillot;Femme;49;Daloa;Commerce;319124;867360;12;5,04;Non;2022-07-12;0,49;3;669;En retard
CLI00387;Nicole Thierry;Homme;31;Abidjan;Transport;1112684;1228173;24;7,14;Oui;2022-12-13;0,77;0;812;Actif
